"the_geom","OBJECTID","landmarkno","address","yearbuilt","Name","proptype","yeardes","desage","crit1","crit2","crit3","crit1txt","crit2txt","crit3txt","sigsum","context","style","archbuild","sigperson","ntlreg","doccontext","potcontext","legbus","culturaldist","potcultural","idencultural","culturalsum","cultural_1","rbrp","desdoc","pimlink","largephoto","thumbail","status","description"
"MULTIPOLYGON (((-122.460596480343 37.772828747149, -122.460542655919 37.772847382001, -122.4604372221 37.772865549206, -122.460336781317 37.77287452444, -122.460235777559 37.772877549759, -122.460134771103 37.772874611674, -122.460034318629 37.772865724574, -122.459939243201 37.772851698747, -122.45985936182 37.772835530735, -122.459780861797 37.772815551397, -122.45977427876 37.772708357605, -122.459712417094 37.772640832009, -122.45945485126 37.772698765436, -122.45943571009 37.772616032304, -122.4594636862 37.772598160976, -122.45948741841 37.772576768803, -122.45950621424 37.772552480812, -122.459519525106 37.772526008369, -122.459526959801 37.772498121291, -122.459528304288 37.772469637064, -122.459523517196 37.772441386661, -122.459512738822 37.772414196558, -122.459496283926 37.772388860857, -122.459474633647 37.772366119701, -122.459448421108 37.772346637687, -122.459418410731 37.772330984088, -122.459602249244 37.77219230593, -122.460722585079 37.772086030346, -122.461120512601 37.772125293847, -122.460943015208 37.772266627703, -122.460825329026 37.772410700893, -122.460833937336 37.772439359589, -122.460839567092 37.772468482335, -122.460841253321 37.772483174559, -122.460841585171 37.772529786421, -122.460834333937 37.772576041251, -122.460819621029 37.772621164735, -122.46079769196 37.77266440324, -122.460768912755 37.772705032811, -122.460733767249 37.772742375361, -122.460692841801 37.772775799564, -122.460646822593 37.772804753237, -122.460596480343 37.772828747149)))","354","50","John F.
Kennedy Drive","1,878","Golden Gate Conservatory","Government -
Park","1,972","94","Y","N","N","Associated with historic events",,,"Associated with historic events","Gold Rush to Earthquake: Public & Private Instituations, Rec & Cultural, Conservatory; Architectural Styles, Victorian Era,","Gothic; Italianate; Eastlake","Lord and Burham",,"Yes – Conservatory Valley Historic District and
Golden Gate Park Historic District",,,,,,,,"N",,"https://sfplanninggis.org/docs/landmarks_and_districts/LM50.pdf","https://sfplanninggis.org/pim?search=1700/001","https://sfplanninggis.org/Preservation/Landmarks/Large/50.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/50.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.420314352126 37.784966904, -122.421000426029 37.784879533963, -122.421066216832 37.785204932062, -122.420380140231 37.785292302098, -122.420347577579 37.785296447973, -122.419754194101 37.78537200991, -122.419688409592 37.785046611812, -122.420281792171 37.784971049874, -122.420314352126 37.784966904)))","163","152","1000 Van Ness Avenue","1,921","Don Lee Automobile Showroom","Commercial","1,982","61","Y","N","Y","Associated with historic events",,"Significant for architecture or design or is the work of a master","Associated with historic events; Significant for architecture or design or is the work of a master","Great Constructions: Commercial, Auto Row, Auto Dealerships; Architectural Styles, Late 19th Century Revivals, Classical Revival","Classical Revival","Weeks and Day","Don Lee",,,,,,,,,"N","Further research needed on individuals discussed.","https://sfplanninggis.org/docs/landmarks_and_districts/LM152.pdf","https://sfplanninggis.org/pim?search=0715/015","https://sfplanninggis.org/Preservation/Landmarks/Large/152.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/152.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.400541639085 37.799524142725, -122.400163972389 37.799571990255, -122.400139132215 37.799447870323, -122.400516765636 37.799399859116, -122.400541639085 37.799524142725)))","183","91","855 Front Street","1,855","Gibb-Sanborn Warehouse,
Trinidad Bean & Elevator Company","Industrial","1,977","92","Y","N","Y","Associated with historic events",,"Significant for architecture or design or is the work of a master","Associated with historic events; Significant for architecture or design or is the work of a master","Gold Rush to Earthquake: Early Settlement, Commercial/Industrial; Architectural Styles, ?","Brick Italianate","Wright and Sanders","Daniel Gibb; Sanborn family","Yes",,,,,,,,"N","Further research needed on individuals discussed.","https://sfplanninggis.org/docs/landmarks_and_districts/LM91.pdf","https://sfplanninggis.org/pim?search=0141/013","https://sfplanninggis.org/Preservation/Landmarks/Large/91.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/91.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.408105792748 37.713130457405, -122.408217756544 37.712870622581, -122.408381291963 37.712915096754, -122.408269329066 37.713174931578, -122.408105792748 37.713130457405)))","11","308","240 Leland AV","1,923","St. James Presbyterian Church","Building","2,022","99","Y","N","Y","Associated with historic events",,"Significant for architecture or design or is the work of a master","Associated with historic events; Significant for architecture or design or is the work of a master","Architect Bios, Institutional","Mission Revival, Arts and Crafts","Julia Morgan",,,,"Filipino-American",,"Pacific Islander Cultural District","Filipino",,"Landmark is associated with a social, ethnic, or cultural group","Y",,"https://sfplanninggis.org/docs/landmarks_and_districts/LM308.pdf","https://sfplanninggis.org/pim?search=6246/012","https://sfplanninggis.org/Preservation/Landmarks/Large/308.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/308.jpg","Adopted","St. James Presbyterian Church, 240 Leland Avenue, organized by Presbytery of San Francisco as its first Filipino ministry in late 1980s, was originally established in 1908 and is one of the oldest religious congregations in Visitacion Valley. The current building was constructed in 1922 based on design by renowned architect Julia Morgan."
"MULTIPOLYGON (((-122.424661530105 37.790574126595, -122.424585962772 37.790201020361, -122.425056157116 37.790141256814, -122.425131728047 37.790514363048, -122.425067826719 37.790522484825, -122.424982400118 37.790533344139, -122.424866559344 37.79054806694, -122.424668364953 37.79057325695, -122.424661530105 37.790574126595)))","327","53","1834 California Street","1,876","Isaac Wormser House/John C.
Coleman House","Residential - SF","1,973","97","N","N","Y",,,"Significant for architecture or design or is the work of a master","Significant for architecture or design or is the work of a master","Gold Rush to Earthquake; Early settlement, residential; Architectural style, Italianate","Italianate",,"John Coleman",,,,,,,,,"N","Further research needed on individuals discussed.","https://sfplanninggis.org/docs/landmarks_and_districts/LM53.pdf","https://sfplanninggis.org/pim?search=0641/005","https://sfplanninggis.org/Preservation/Landmarks/Large/53.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/53.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.409143491679 37.79345048765, -122.409334887195 37.793426298585, -122.409373085899 37.793612660596, -122.409171438111 37.793638147383, -122.409209832867 37.793825453682, -122.40907898061 37.793842069556, -122.408750196564 37.793883822381, -122.408704109007 37.793658971185, -122.408895503624 37.79363478212, -122.408881613595 37.793567013707, -122.408864944661 37.793485691612, -122.409056339279 37.793461503446, -122.409143491679 37.79345048765)))","125","122","965 Clay Street","1,932","Clay Street Center","Institutional","1,981","49","N","N","Y",,,"Significant for architecture or design or is the work of a master","Significant for architecture or design or is the work of a master","Great Constructions: Late 19th & Early 20th Century Revivals, Eclectic; Master Architect","Eclectic brick; Arts & Crafts","Julia Morgan; K.E. Parker, builder","Mrs. P.D. Browne; Donaldina Cameron; Mrs. Poon Chew",,"Chinese-American","Women's","Chinese Historical Society of America",,"Chinese","Women","Landmark is associated with a social, ethnic, or cultural group","Y",,"https://sfplanninggis.org/docs/landmarks_and_districts/LM122.pdf","https://sfplanninggis.org/pim?search=0224/079","https://sfplanninggis.org/Preservation/Landmarks/Large/122.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/122.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.42496328143 37.767497912299, -122.424969841985 37.76756637229, -122.424515067416 37.767593859169, -122.424508506862 37.767525399178, -122.42496328143 37.767497912299)))","90","150","224-226 Guerrero Street","1,906","Sheet Metal Workers' Union Hall","Institutional","1,982","76","Y","N","N","Associated with historic events",,,"Associated with historic events","Reconstruction Era: Industrial, Labor Sites & Union Halls","Edwardian",,,,,,,,,,,"N",,"https://sfplanninggis.org/docs/landmarks_and_districts/LM150.pdf","https://sfplanninggis.org/pim?search=3545/003","https://sfplanninggis.org/Preservation/Landmarks/Large/150.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/150.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.427331712588 37.765703543584, -122.427362184317 37.765836898654, -122.426708039045 37.765879466264, -122.426697814652 37.765772795878, -122.427331712588 37.765703543584)))","296","68","220 Dolores Street","1,859","Tanforan Cottage","Residential - SF","1,975","116","Y","N","Y","Associated with historic events",,"Significant for architecture or design or is the work of a master","Associated with historic events; Significant for architecture or design or is the work of a master","Gold Rush to Earthquake: Early Settlement, Residential; Architectural Styles, Early Settlement, Greek Revival","Italianate",,,,,"Latinx",,,"Latinx",,"Landmark is associated with a social, ethnic, or cultural group","Y",,"https://sfplanninggis.org/docs/landmarks_and_districts/LM68.pdf","https://sfplanninggis.org/pim?search=3557/003A","https://sfplanninggis.org/Preservation/Landmarks/Large/68.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/68.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.422765116217 37.761280291952, -122.422790033733 37.761540444236, -122.422472130584 37.761559654654, -122.422447213968 37.76129950237, -122.422723161045 37.761282827141, -122.422765116217 37.761280291952)))","184","178","3541-3543 18th Street","1,910","Mission Turn Hall (Women's Building)","Institutional","1,985","75","Y","N","Y","Associated with historic events",,"Significant for architecture or design or is the work of a master","Associated with historic events; Significant for architecture or design or is the work of a master","Great Constructions: Public & Private Institutions, Social Hall; Architectural Styles, Late 19th & Early 20th Century Revivals, Mission Revival","Mission Revival","A. Reinhold Denke",,,"German American","women's history; LGBTQ; latinx",,,"Women","German","Landmark is associated with a social, ethnic, or cultural group","Y",,"https://sfplanninggis.org/docs/landmarks_and_districts/LM178.pdf","https://sfplanninggis.org/pim?search=3588/082","https://sfplanninggis.org/Preservation/Landmarks/Large/178.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/178.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.400724991965 37.799950363818, -122.400255042236 37.800009901636, -122.400204609155 37.799758848692, -122.400674557984 37.799699310875, -122.400724991965 37.799950363818)))","108","92","901-925 Front Street","1,855","Gibb-Sanborn Warehouse,
North Pelican Paper","Industrial","1,977","122","Y","N","Y","Associated with historic events",,"Significant for architecture or design or is the work of a master","Associated with historic events; Significant for architecture or design or is the work of a master","Gold Rush to Earthquake: Early Settlement, Commercial/Industrial; Architectural Styles, ?","Brick Vernacular
Warehouse",,"Daniel Gibb",,,,,,,,,"N","Further research needed on individuals discussed.","https://sfplanninggis.org/docs/landmarks_and_districts/LM92.pdf","https://sfplanninggis.org/pim?search=0136/003","https://sfplanninggis.org/Preservation/Landmarks/Large/92.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/92.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.402556969429 37.793896021684, -122.40259046198 37.79405864519, -122.402692973902 37.79404557894, -122.402709721077 37.794126890244, -122.402725919665 37.79420554495, -122.402555920819 37.794227212316, -122.402522975954 37.794067246306, -122.402501618855 37.794069967655, -122.402468126303 37.793907345048, -122.402556969429 37.793896021684)))","289","142","565-569 Commercial Street","1,914","PG&E Old Station J","Industrial","1,981","67","Y","N","Y","Associated with historic events",,"Significant for architecture or design or is the work of a master","Associated with historic events; Significant for architecture or design or is the work of a master","Great Constructions: Government & Infrastructure, Water & Power; Late 19th & Early 20th Century Revivals, Classical Revival","Renaissance","Frederick H. Meyer",,"Yes",,,,,,,,"N",,"https://sfplanninggis.org/docs/landmarks_and_districts/LM142.pdf","https://sfplanninggis.org/pim?search=0228/011","https://sfplanninggis.org/Preservation/Landmarks/Large/142.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/142.jpg","Adopted","Coming Soon!"
"MULTIPOLYGON (((-122.417736179281 37.804050850566, -122.41679499829 37.804169143791, -122.416644205366 37.80342584063, -122.417584766724 37.803305284711, -122.417646712026 37.803610312266, -122.417660466257 37.80367803931, -122.417679738729 37.803772936672, -122.417736179281 37.804050850566)))","178","85","800 Chestnut Street","1,926","S.F. Art Institute","Educational","1,977","51","Y","Y","Y","Associated with historic events","Associated with individuals important to local, state, or national history","Significant for architecture or design or is the work of a master","Associated with historic events; Associated with individuals important to local, state, or national history; Significant for architecture or design or is the work of a master","Great Constructions; Private & Public Institutional, Private Education, Artistic Expression; Architectural Styles, Spanish Colonial","Spanish Colonial","Bakewell & Brown","Numerous - artists, benefactors, etc.",,,,,,,,,"N","Further research needed on individuals discussed.","https://sfplanninggis.org/docs/landmarks_and_districts/LM85.pdf","https://sfplanninggis.org/pim?search=0049/001","https://sfplanninggis.org/Preservation/Landmarks/Large/85.jpg","http://sfplanninggis.org/Preservation/Landmarks/Docs/85.jpg","Adopted","Coming Soon!"
